255;415;9.900000;1540;small
256;4197;9.900000;1643;small
257;4884;9.900000;188;small
258;3668;9.900000;359;small
259;1518;9.900000;417;small
260;3012;9.900000;342;small
261;4326;9.900000;705;small
262;1586;9.900000;1503;small
263;2521;9.900000;78;small
264;2360;9.900000;504;small
265;247;9.900000;150;small
